,joy
484,0.03744474798440933
485,0.015147525817155838
486,0.046068768948316574
487,-0.024429447948932648
488,0.006103398744016886
489,0.029074370861053467
490,0.002068814355880022
491,-0.024556271731853485
492,0.0007995848427526653
493,-0.010462968610227108
494,-0.021781999617815018
495,-0.028567075729370117
496,-0.003551068250089884
497,-0.006487833335995674
498,-0.004284268710762262
499,-0.014798760414123535
500,0.017089515924453735
501,0.018817491829395294
502,0.039822693914175034
503,0.034496091306209564
504,-0.006880194880068302
505,-0.047971129417419434
506,-0.023288032039999962
507,0.04641753435134888
508,-0.0030477361287921667
509,0.027853691950440407
510,-0.01900772750377655
511,0.0027564375195652246
512,-0.01253970991820097
513,-0.003927576821297407
514,-0.007395416963845491
515,0.009052053093910217
516,-0.006741481367498636
517,0.010019085370004177
518,0.00360655365511775
519,0.019086992368102074
520,0.014901804737746716
521,-0.017089515924453735
522,-0.004000896587967873
523,0.00153773941565305
524,0.011548898182809353
525,-0.047907717525959015
526,0.004712299443781376
527,0.010629425756633282
528,-0.034020502120256424
529,-0.013498815707862377
530,-0.014941437169909477
531,0.03027919866144657
532,-0.01588468998670578
533,0.01304700504988432
534,0.01203241478651762
535,0.027473220601677895
536,-0.02344656176865101
537,0.014545111916959286
538,-0.010344071313738823
539,-0.009266069158911705
540,0.0012464408064261079
541,-0.0006643391097895801
542,-0.03706427663564682
543,-0.012515930458903313
544,0.0067018489353358746
545,0.017184633761644363
546,0.001607096171937883
547,-0.03414732590317726
548,-0.02385874092578888
549,0.007221033796668053
550,0.05830727145075798
551,0.024191653355956078
552,-0.008528904989361763
553,0.007367674261331558
554,0.02379532717168331
555,-0.0007356774876825511
556,-0.03370344266295433
557,0.015868837013840675
558,-0.028598781675100327
559,-0.010550160892307758
560,0.019356492906808853
561,0.015448732301592827
562,0.013102490454912186
563,0.03335467725992203
564,-0.003933521453291178
565,-0.01707366295158863
566,-0.013451256789267063
567,0.04229576140642166
568,0.009408745914697647
569,-0.03912516310811043
570,-0.005076917819678783
571,-0.014283537864685059
572,-0.015345687977969646
573,-0.006273818202316761
574,-0.003826513886451721
575,0.018817491829395294
576,0.03712768852710724
577,0.013165902346372604
578,0.03329126536846161
579,-0.005841824226081371
580,0.03484485670924187
581,0.05393185093998909
582,-0.013110416941344738
583,0.02311364933848381
584,-0.0019915311131626368
585,-0.006828672718256712
586,0.012016561813652515
587,-0.012817136943340302
588,-0.01615419052541256
589,-0.014656082727015018
590,-0.023636797443032265
591,0.012151312083005905
592,0.012040341272950172
593,-0.02656959928572178
594,0.002012338023632765
595,-0.003128982614725828
596,0.014893878251314163
597,0.024794066324830055
598,0.002381910802796483
599,-0.033988796174526215
600,-0.045466355979442596
601,0.0393788106739521
602,0.01754925213754177
603,-0.021797852590680122
604,0.007367674261331558
605,0.014703641645610332
606,0.04296158626675606
607,0.007573762908577919
608,-0.003465858520939946
609,0.0032974204514175653
610,0.0015694453613832593
611,0.009321554563939571
612,-0.031214524060487747
613,-0.011961076408624649
614,0.010351997800171375
615,0.007177438121289015
616,-0.02423921227455139
617,0.045466355979442596
618,-0.01945161074399948
619,0.020038170740008354
620,0.01062149927020073
621,-0.030263345688581467
622,0.012832989916205406
623,-0.014893878251314163
624,0.02915363572537899
625,0.017152927815914154
626,-0.02189297042787075
627,-0.016851721331477165
628,-0.009741658344864845
629,0.006234185770153999
630,-0.004161408171057701
631,0.007034761365503073
632,-0.011865957640111446
633,-0.002379929181188345
634,0.007153658661991358
635,-0.0035689028445631266
636,0.01322138775140047
637,-0.022622207179665565
638,0.03712768852710724
639,0.0069594597443938255
640,-0.003895870642736554
641,0.019943052902817726
642,-0.011192206293344498
643,-0.014204273000359535
644,-0.011160500347614288
645,0.024159947410225868
646,-0.01907113939523697
647,0.004260489251464605
648,0.022828295826911926
649,-0.002207527868449688
650,0.03522532805800438
651,0.016281014308333397
652,0.023985564708709717
653,0.038744691759347916
654,0.0157023798674345
655,9.672797023085877e-05
656,-0.010447115637362003
657,-0.0022154543548822403
658,-0.012293988838791847
659,0.004323901142925024
660,-0.029914580285549164
661,-0.026617158204317093
662,0.0011850105365738273
663,0.02888413518667221
664,0.01291225478053093
665,0.02070399560034275
666,0.011667795479297638
667,-0.006475943606346846
668,-0.005144292954355478
669,-0.013316505588591099
670,0.0010522417724132538
671,-0.015226790681481361
672,0.01761266402900219
673,0.012159238569438457
674,0.03820569068193436
675,-0.027948809787631035
676,-0.03620821237564087
677,-0.02192467637360096
678,-0.012072047218680382
679,0.02067228965461254
680,-0.024667242541909218
681,-0.022590501233935356
682,-0.009099612012505531
683,0.012737872079014778
684,0.0021778035443276167
685,-0.017263898625969887
686,0.0356375053524971
687,0.024905037134885788
688,0.00534641882404685
689,-0.0004139114753343165
690,-0.019372345879673958
691,-0.012389106675982475
692,-0.010748323053121567
693,0.00016670403419993818
694,0.03145232051610947
695,0.002159968949854374
696,-0.01216716505587101
697,-0.01564689539372921
698,-0.007462792098522186
699,-0.02067228965461254
700,-0.013855507597327232
701,-0.0036640206817537546
702,-0.02701348438858986
703,0.00955142267048359
704,0.03051699325442314
705,0.0038800176698714495
706,0.0013009354006499052
707,-0.0043833497911691666
708,0.005996391177177429
709,-0.03031090460717678
710,0.013459183275699615
711,0.008703287690877914
712,-0.008719140663743019
713,0.020418642088770866
714,-0.0008322815992869437
715,0.0025146794505417347
716,0.011905590072274208
717,0.0007188337040133774
718,-0.01716878078877926
719,0.019705258309841156
720,0.009337407536804676
721,0.012991519644856453
722,-0.008306963369250298
723,-0.004763821605592966
724,0.021433234214782715
725,-0.013427477329969406
726,-0.003943429794162512
727,0.029232900589704514
728,0.023066090419888496
729,0.005818044766783714
730,-0.037856925278902054
731,-0.008695361204445362
732,-0.026664718985557556
733,-0.0009918023133650422
734,-0.0018042676383629441
735,-0.0046330345794558525
736,-0.006915864069014788
737,0.05098319426178932
738,0.026395216584205627
739,-0.014243905432522297
740,0.019625993445515633
741,-0.015773719176650047
742,-0.007775888312608004
743,0.03115111216902733
744,-0.010811734944581985
745,-0.014259758405387402
746,0.0021441159769892693
747,0.009741658344864845
748,-0.02861463464796543
749,0.0017468006117269397
750,0.03173767402768135
751,0.04476882517337799
752,-0.0011830289149656892
753,-0.042612820863723755
754,-0.01381587516516447
755,0.03386197239160538
756,-0.0043120114132761955
757,0.023668503388762474
758,-0.0059171258471906185
759,-0.01243666559457779
760,-0.0011622218880802393
761,-0.025919627398252487
762,-0.011636089533567429
763,-0.019832082092761993
764,0.02043449506163597
765,-0.04375423491001129
766,0.02246367745101452
767,0.0002937756071332842
768,0.01280921045690775
769,0.02480991929769516
770,0.00804538931697607
771,-0.026220833882689476
772,-0.03960075229406357
773,0.01972111128270626
774,-0.0064719803631305695
775,-0.002477028639987111
776,-0.005691220983862877
777,-0.007704549934715033
778,-0.0009165005758404732
779,0.016518808901309967
780,0.005790302064269781
781,-0.03091331757605076
782,0.013189681805670261
783,-0.01240495964884758
784,-0.01992719992995262
785,-0.027314690873026848
786,0.025000154972076416
787,0.020593024790287018
788,-0.005053138360381126
789,-0.009194730781018734
790,-0.025570861995220184
791,0.0010988098802044988
792,-0.03658868744969368
793,-0.009361186996102333
794,0.04201040416955948
795,-0.010534307919442654
796,0.002066832734271884
797,-0.013522595167160034
798,0.021306410431861877
799,0.0027762537356466055
800,0.012048267759382725
801,0.005362271796911955
802,0.007902712561190128
803,0.017216339707374573
804,-0.008901449851691723
805,0.0032498615328222513
806,0.018008988350629807
807,-0.020925937220454216
808,-0.03284738212823868
809,0.014291464351117611
810,9.914307156577706e-05
811,0.011739133857190609
812,-0.01859555020928383
813,0.003146817209199071
814,0.00625400198623538
815,0.03370344266295433
816,0.011128794401884079
817,-0.0366520993411541
818,-0.003372722305357456
819,-0.01216716505587101
820,0.0009378030663356185
821,0.015131672844290733
822,0.05196607857942581
823,0.0028000331949442625
824,-0.007653027772903442
825,0.007843263447284698
826,0.03662039339542389
827,0.06116081029176712
828,0.04223234951496124
829,0.011350736021995544
830,0.015726160258054733
831,-0.00844964012503624
832,-0.0002615742268972099
833,0.022860001772642136
834,-0.015099966898560524
835,0.006586914416402578
836,-0.0018369643948972225
837,0.001995494356378913
838,0.030834052711725235
839,0.05932186543941498
840,0.008085021749138832
841,-0.013966478407382965
842,-0.0002739593619480729
843,0.011873884126543999
844,0.009075832553207874
845,-0.020878378301858902
846,0.0038740728050470352
847,0.018437020480632782
848,-0.014014037325978279
849,-0.037317924201488495
850,0.00972580537199974
851,-0.004993689712136984
852,0.022352706640958786
853,0.00475985836237669
854,-0.03357661888003349
855,-0.006063766311854124
856,-0.0028515553567558527
857,-0.03272055834531784
858,0.012801283970475197
859,0.007363711018115282
860,-0.011271471157670021
861,-0.032942499965429306
862,-0.031230377033352852
863,-0.04476882517337799
864,0.013673198409378529
865,-0.004740042146295309
866,-0.0005612946697510779
867,-0.013435403816401958
868,0.009598981589078903
869,-0.03219740837812424
870,0.001586289145052433
871,-0.008544757962226868
872,-0.011937296949326992
873,0.019530875608325005
874,0.006773187313228846
875,0.01826263777911663
876,-0.01713707484304905
877,0.015092040412127972
878,0.011762913316488266
879,-0.004740042146295309
880,-0.0188333448022604
881,-0.004490357358008623
882,-0.027473220601677895
883,-0.0029129856266081333
884,0.025951333343982697
885,0.00697531271725893
886,-0.039220280945301056
887,-0.009210583753883839
888,-0.009836776182055473
889,0.008465493097901344
890,-0.0005910190520808101
891,-0.00989226158708334
892,-0.010700764134526253
893,0.008386228233575821
894,-0.011992782354354858
895,0.009131318889558315
896,-0.04765406623482704
897,-0.022733177989721298
898,-0.0016209675231948495
899,-0.004688519984483719
900,-0.012143385596573353
901,-0.020593024790287018
902,0.0074667553417384624
903,0.002649429952725768
904,-0.021877117455005646
905,-0.001126552582718432
906,0.010137982666492462
907,0.022542942315340042
908,0.034464385360479355
909,-0.006218332797288895
910,0.018658962100744247
911,0.04334205761551857
912,-0.0004074712051078677
913,-0.008140507154166698
914,-0.001992521807551384
915,0.0019092937000095844
916,-0.0022451786790043116
917,0.006059803068637848
918,-0.011366588994860649
919,0.0032320269383490086
920,-0.011636089533567429
921,-0.0042882319539785385
922,-0.017501693218946457
923,-0.011984855867922306
924,-0.020038170740008354
925,-0.013562227599322796
926,-0.024651389569044113
927,0.003315255045890808
928,-0.018880903720855713
929,0.01808825321495533
930,0.018627256155014038
931,0.024461153894662857
932,0.005013505928218365
933,-0.015361540950834751
934,0.03478144481778145
935,0.017565105110406876
936,0.0007376591092906892
937,-0.004048455506563187
938,-0.01435487624257803
939,-0.021766146644949913
940,-0.008663655258715153
941,-0.00951971672475338
942,-0.005925052333623171
943,-0.040298283100128174
944,-0.01347503624856472
945,-0.04058363661170006
946,-0.03513021022081375
947,0.027489073574543
948,-0.012967740185558796
949,-0.015805425122380257
950,-0.009868482127785683
951,0.013094563968479633
952,0.014505479484796524
953,0.009337407536804676
954,0.028757311403751373
955,0.04587853327393532
956,-0.06268269568681717
957,-0.017707781866192818
958,0.024191653355956078
959,-0.004589438904076815
960,0.025919627398252487
961,-0.034939974546432495
962,-0.035922858864068985
963,-0.014568891376256943
964,-0.011311103589832783
965,0.004434871952980757
966,0.001466400921344757
967,0.013562227599322796
968,0.02266976609826088
969,0.0031666334252804518
970,-0.0066146571189165115
971,-0.013490889221429825
972,-0.03376685455441475
973,-0.009052053093910217
974,0.0062381490133702755
975,0.004886682145297527
976,-0.010169688612222672
977,-0.02793295681476593
978,-0.014132934622466564
979,0.0034955828450620174
980,0.013649418950080872
981,0.007209144067019224
982,-0.0009387938771396875
983,-0.03715939447283745
984,0.008037462830543518
985,-0.0035253071691840887
986,0.0023006643168628216
987,-0.007553946692496538
988,-0.007997830398380756
989,0.05982916057109833
990,-0.0310559943318367
991,-0.03551068156957626
992,-0.010153835639357567
993,-0.052283138036727905
994,-0.017929723486304283
995,0.012452518567442894
996,-0.0028674083296209574
997,-0.013696977868676186
998,0.010415409691631794
999,-0.011937296949326992
1000,-0.0675337091088295
1001,0.0007247785688377917
1002,-0.011984855867922306
1003,-0.00048153437091968954
1004,0.0022392338141798973
1005,-0.04239087924361229
1006,0.008782552555203438
1007,0.010241026990115643
1008,-0.023811180144548416
1009,-0.0032815674785524607
1010,-0.02305023744702339
1011,-0.0027247315738350153
1012,0.017248045653104782
1013,-0.009583128616213799
1014,-0.027568338438868523
1015,0.019641846418380737
1016,-0.012357400730252266
1017,0.009400819428265095
1018,0.018437020480632782
1019,0.07755279541015625
1020,-0.010494674555957317
1021,-0.015068260952830315
1022,0.0224002655595541
1023,-0.012468371540307999
1024,-0.006162847392261028
1025,0.02691836655139923
1026,-0.007268592715263367
1027,0.01978452317416668
1028,-0.009709952399134636
1029,-0.023303885012865067
1030,0.02912192977964878
1031,0.0035193623043596745
1032,0.0108592938631773
1033,-0.003929558210074902
1034,-0.02287585474550724
1035,-0.011311103589832783
1036,-0.01405366975814104
1037,-0.029375577345490456
1038,-0.01606699824333191
1039,0.006246075499802828
1040,0.011215985752642155
1041,0.015203011222183704
1042,-0.012397033162415028
1043,0.01758095808327198
1044,-0.017596811056137085
1045,0.017898017540574074
1046,-0.027711015194654465
1047,0.04273964464664459
1048,0.04061534255743027
1049,-0.01422012597322464
1050,0.006507649552077055
1051,-0.0059171258471906185
1052,0.001706177368760109
1053,-0.01033614482730627
1054,-0.0031170928850769997
1055,0.0051958151161670685
1056,-0.006079619284719229
1057,-0.007316151633858681
1058,-0.008560610935091972
1059,-0.013673198409378529
1060,-0.01116842683404684
1061,-0.005342455580830574
1062,-0.0027485110331326723
1063,0.0018934407271444798
1064,-0.00777985155582428
1065,-0.01597188040614128
1066,-0.01387928705662489
1067,0.007074393797665834
1068,-0.0062619284726679325
1069,-0.01972111128270626
1070,-0.005497022066265345
1071,-0.004763821605592966
1072,-0.01405366975814104
1073,-0.0015545831993222237
1074,0.002165913814678788
1075,-0.016193822026252747
1076,-0.03709598258137703
1077,-0.032530322670936584
1078,-0.014497552998363972
1079,0.008750846609473228
1080,-0.020878378301858902
1081,0.009012420661747456
1082,-0.008481346070766449
1083,0.011976929381489754
1084,-0.013134196400642395
1085,-0.02165517583489418
1086,0.009868482127785683
1087,0.020783260464668274
1088,-0.01096233818680048
1089,0.0166297797113657
1090,-0.04870036616921425
1091,-0.008980714716017246
1092,-0.02175029367208481
1093,0.014774980954825878
1094,-0.01761266402900219
1095,-0.016249308362603188
1096,-0.007411269936710596
1097,0.008441713638603687
1098,-0.00858439039438963
1099,0.014798760414123535
1100,-0.01945161074399948
1101,-0.029058517888188362
1102,-0.024762360379099846
1103,0.0023482232354581356
1104,-0.0015248588752001524
1105,0.01364149246364832
1106,0.004502247087657452
1107,-0.0015912431990727782
1108,-0.005437573418021202
1109,-0.013681124895811081
1110,-0.016978545114398003
1111,0.0006683023530058563
1112,-0.03088161163032055
1113,0.006257965229451656
1114,0.01689928025007248
1115,0.010074570775032043
1116,-0.0028931694105267525
1117,0.0036917636170983315
1118,-0.001494143740274012
1119,-0.026046451181173325
1120,0.005374161526560783
1121,0.023494120687246323
1122,0.007272555958479643
1123,0.009123392403125763
1124,0.011517192237079144
1125,-0.022891707718372345
1126,-0.014315243810415268
1127,0.024191653355956078
1128,-0.005152219440788031
1129,0.015329835005104542
1130,-0.0049857632257044315
1131,-0.04162993282079697
1132,0.006135104689747095
1133,-0.015813350677490234
1134,-0.001009636907838285
1135,-0.015940174460411072
1136,-0.0018359735840931535
1137,0.03839592635631561
1138,-0.005837860982865095
1139,-0.03319614753127098
1140,0.0007500443025492132
1141,-0.01992719992995262
1142,-0.017898017540574074
1143,0.013094563968479633
1144,-0.009709952399134636
1145,-0.027172014117240906
1146,0.01880163885653019
1147,0.01573408581316471
1148,-0.015409099869430065
1149,-0.01710536889731884
1150,-0.008005756884813309
1151,0.005944868549704552
1152,0.010248953476548195
1153,0.0065195392817258835
1154,-0.009543496184051037
1155,0.021607616916298866
1156,0.01900772750377655
1157,-0.019404051825404167
1158,-0.01200070884078741
1159,-0.02671227790415287
1160,-0.02213076502084732
1161,-0.0009843711741268635
1162,0.005600066389888525
1163,-0.027552485466003418
1164,-0.018785785883665085
1165,-0.008750846609473228
1166,-0.011041603051126003
1167,-0.02576109766960144
1168,0.008560610935091972
1169,0.009194730781018734
1170,0.007292372174561024
1171,-0.0018131849355995655
1172,-0.01267446018755436
1173,-0.01130317710340023
1174,-0.039790987968444824
1175,0.007280482444912195
1176,-0.0011097087990492582
1177,0.008227698504924774
1178,0.0017735525034368038
1179,-0.0011384423123672605
1180,0.012103753164410591
1181,-0.006697885692119598
1182,0.0011453781044110656
1183,-0.035447269678115845
